annual_income,is_bpl,rural,household_size,age,gender,education_level,employment_status,applied_other_scheme_before,benefited_other_scheme_before,state,avg_income_per_capita,literacy_rate,poverty_rate,sc_population,sc_literacy_rate,sc_population_share_among_sc,priority_score
159908.949362472,0,1,3,46.08213253466732,Female,Secondary,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.5879730010704408
62880.71521384783,0,1,4,23.591776702490684,Male,Primary,Unemployed,0,1,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.24275722857930743
126503.8611098327,1,1,3,40.02118434683608,Male,Graduate,Salaried,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.73687522205458
93179.25705970504,0,1,1,44.39924551156087,Female,Primary,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.6305367872026983
29117.270085796503,1,1,3,30.159538049857343,Female,Secondary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,1.0
50584.792021477806,0,1,1,47.65488049068642,Male,Graduate,Self Employed,0,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,1.0
22069.180445377457,1,1,2,46.984993053916625,Female,None,Unemployed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
43955.33022675718,1,1,2,33.698029419975754,Male,None,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9974939818912271
124163.38279322101,0,0,2,23.817007763480007,Female,Secondary,Casual Labor,0,0,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.1383668614677815
125959.76506754148,0,1,5,47.249245069239095,Male,Secondary,Casual Labor,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.5496775147879993
58058.13346883964,1,1,8,43.96655396587222,Female,Secondary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
182798.7931848017,1,1,3,38.6013365328843,Male,Primary,Salaried,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.5043524538523786
25461.971721672307,1,1,5,18.0,Female,Secondary,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.8259802234953925
46558.27389049125,1,0,3,34.65405046593967,Male,Secondary,Unemployed,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.5244122499591228
156032.0315893553,0,1,3,18.400643171074766,Female,Primary,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8229816606557567
87366.05019257043,1,1,3,26.06700847763708,Female,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9980270571331146
31885.905894378768,0,0,4,18.0,Male,Graduate,Salaried,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.58041528646002
41230.927666444935,1,0,6,55.21825648687654,Female,Secondary,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.870551333304276
231609.07223769664,0,1,8,21.669591563478203,Male,Secondary,Salaried,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.4622494194240742
41333.9230691748,1,1,2,42.93032787497978,Female,Secondary,Unemployed,1,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.7178543783335909
20000.0,1,1,3,35.062899271703486,Male,Primary,Casual Labor,0,1,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.48279215900344385
27053.914053679724,1,0,6,29.553923736565498,Male,Secondary,Unemployed,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.6743212114298613
140202.8726032253,0,1,8,18.0,Female,None,Salaried,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.7623551534682288
164739.89107564252,1,1,6,56.17268979283895,Male,Primary,Unemployed,0,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.5868388288303746
190612.416741696,0,1,5,36.22225259164705,Female,None,Unemployed,1,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.2999105657562985
56480.157037613055,1,0,4,19.701172210096953,Male,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7731276855021619
184217.72056158306,0,1,2,52.457137120197075,Male,Secondary,Salaried,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5431733171094647
20000.0,1,1,3,42.89682579175991,Male,Primary,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5059010025556043
104999.03635382731,1,1,5,45.69362958777807,Female,Secondary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9364979919410861
66569.1739727784,1,1,3,37.5863459057363,Male,Primary,Unemployed,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5056886050529233
29273.86566125383,1,0,7,25.556583123944442,Male,Graduate,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8830700509510998
21633.768365951266,0,1,4,32.71334666483383,Male,Primary,Casual Labor,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.6761831447467316
46779.70688330199,0,1,3,18.0,Female,None,Casual Labor,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6156887992269946
133138.35967358825,0,1,3,18.0,Male,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6205236498887388
41708.94418287573,0,1,1,30.856082116293187,Female,Primary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
77530.32978638232,0,0,2,31.949855773653365,Female,Secondary,Casual Labor,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.542228018330529
78220.2777677295,1,0,6,62.50903489450648,Female,Graduate,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.927554747039856
107009.85410811135,0,1,1,31.68494356926952,Female,Secondary,Self Employed,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.25862001554006747
178763.6745776669,0,1,4,58.172568742647,Female,Secondary,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.5966407989626114
28795.282619627622,1,1,4,29.44676615535693,Female,Secondary,Salaried,1,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.7096694710365473
77481.4195451758,1,1,3,64.71471378796315,Female,Secondary,Unemployed,0,1,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.498181546715349
174153.0574994116,0,1,4,40.31118173649253,Female,Primary,Casual Labor,1,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.47175009345148794
63724.20647939136,0,1,8,22.46851121866252,Female,Secondary,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.31339867058775267
83931.8230178772,1,1,5,42.84225858547637,Female,Secondary,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.6321653082344343
29821.941153727195,1,0,6,51.48286135176445,Male,Primary,Casual Labor,1,1,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.5293338928464802
40741.13302742717,0,1,5,35.30100752210801,Male,Graduate,Self Employed,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.6178460940739555
136579.7678454244,1,1,5,26.18468115835244,Female,Primary,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8889711404741752
109094.53468839159,1,0,6,52.74321511283857,Female,Primary,Unemployed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.8422978013036013
225737.0404682954,1,0,6,28.3721502469349,Female,Primary,Self Employed,0,0,Assam                     ,90482.0,0.722,0.3198,2231321.0,0.7699           ,0.0129,0.5519566944298437
42071.76794681817,0,1,3,42.19250569264552,Female,Primary,Self Employed,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.4403967097821589
300000.0,1,1,8,30.227757809949818,Male,Primary,Self Employed,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.37542168354083205
136204.0845689575,0,0,1,36.91787488103746,Female,Graduate,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.620856047592556
64418.854678600204,1,1,2,29.087112553253597,Female,Secondary,Casual Labor,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.825389939631316
20000.0,1,1,6,25.70102679356779,Male,Primary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.9284195637999125
49366.93579933,0,1,6,47.18746904647296,Female,None,Unemployed,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.6965234982579526
259266.41183607068,1,1,5,28.14892053682282,Male,Secondary,Salaried,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.8345465177861353
28988.068605072483,0,1,1,30.540824110991565,Male,None,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.743173159436951
242703.2488669885,0,1,2,43.872437399372664,Male,Graduate,Unemployed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.47767933480925007
56870.127736021765,0,0,4,31.184431307579658,Male,Secondary,Unemployed,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.3265258815398366
300000.0,0,1,5,31.567527807999,Male,None,Casual Labor,1,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.0
22883.825963787174,1,1,5,18.0,Male,Primary,Unemployed,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.7458575281006818
96104.87963905156,1,1,2,31.801070470863312,Male,None,Casual Labor,1,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.8997623565529327
48021.615227701324,1,0,1,41.645668431545225,Female,Graduate,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.6927561066927804
41601.760084045585,1,1,2,35.7310168918004,Male,Secondary,Self Employed,0,1,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.2940683030002441
35214.64137681386,1,1,2,36.23168764749926,Female,Primary,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.951776180767975
33422.953429113615,1,0,5,18.0,Male,Graduate,Unemployed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.9778118366182301
53778.49217620358,0,1,2,51.2149152577638,Female,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8115351021178586
31358.217045211895,1,1,3,33.50934416667153,Male,Secondary,Self Employed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.951608737022148
20000.0,1,1,7,27.34764530211901,Female,Secondary,Unemployed,0,1,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.5781485073278844
58586.53225934937,1,0,5,42.02858170158912,Male,Graduate,Casual Labor,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.666649981376876
293040.77626899857,0,0,3,35.81299546605696,Female,Primary,Unemployed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.24960847701749891
57544.66018025764,1,0,7,18.0,Female,Primary,Self Employed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
20171.772528645088,0,1,4,49.14065879595962,Male,Primary,Unemployed,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.5195093561555647
126033.18768388643,1,1,4,20.83421144511675,Female,Graduate,Salaried,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.8975961428080812
50414.51535708306,0,1,2,34.59811266928777,Male,Secondary,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5631386987067023
54113.45776180568,1,1,3,29.96481055594754,Female,None,Casual Labor,0,1,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.4118844030771595
47305.74386801886,1,1,2,39.34196647225378,Female,Primary,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.9879113921339904
75351.57166103381,0,1,10,47.057960313492984,Male,Secondary,Casual Labor,0,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.29773479356660826
22643.814490973236,0,0,8,33.34594810896364,Female,None,Unemployed,0,0,Uttarakhand               ,184002.0,0.788,0.3151,1892516.0,0.7441           ,0.0109,1.0
43519.96580437354,0,1,3,48.92452345306919,Male,Graduate,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6512344410995716
33963.62622747392,0,0,2,41.49890875269824,Female,Primary,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.5888294326946991
34435.38954304613,0,1,4,19.667021450245436,Male,Primary,Self Employed,1,1,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.5022232098314126
169299.40982238905,1,1,5,55.764183250054934,Female,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6034631106790015
62001.16264220912,0,1,5,36.46981831859825,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7774473554626965
29627.357141807774,0,0,5,18.0,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5691364180850792
174457.410740202,1,0,4,50.27466998256952,Male,Graduate,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5821923419733873
20000.0,1,1,1,41.332117197913405,Female,Primary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,1.0
20643.536513060528,1,1,5,38.65340316567039,Male,Primary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.9517432751282234
49096.54411239406,0,1,3,50.28644666060087,Male,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8940565216748212
42382.50094061585,0,1,9,24.889061174912328,Male,Primary,Self Employed,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7771086276711585
127927.37137578317,1,0,5,41.236941534978556,Female,Graduate,Self Employed,0,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.39129358927015595
65449.20591568125,1,0,2,39.01011942737594,Male,Secondary,Casual Labor,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,1.0
24917.303820146983,1,1,3,18.0,Male,Primary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9478846993778115
69381.12489686414,1,0,5,43.49186952521883,Female,Graduate,Casual Labor,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.8296879427763549
52255.917512827284,1,1,4,45.199256257858565,Female,Primary,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8747178483195919
46831.30162812041,1,0,5,32.44643121312814,Male,Graduate,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.5626970507677964
29807.496449785296,1,1,5,24.361067262086344,Female,Graduate,Self Employed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,1.0
44905.40049035797,1,1,5,48.731194967578645,Male,Primary,Unemployed,1,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.6214185571732802
149040.71747118983,0,0,7,41.97845693481198,Female,Secondary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.3206025569557797
30750.531589218666,1,0,6,24.409961155913635,Female,Primary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5891696700986819
60396.04825473727,1,1,4,40.98286215934601,Male,None,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.8240554321523481
150874.38616946383,1,1,2,38.863528202851015,Female,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7117756820636144
100369.50610304045,1,0,6,50.391569055738685,Male,None,Self Employed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.7898660673324353
47225.61215953931,1,1,4,44.366175945688184,Female,Graduate,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9868088956931784
30231.857354144784,0,1,6,32.917068635099625,Female,None,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9142814923370143
21420.528373331246,1,1,7,42.797457336919194,Male,Graduate,Unemployed,1,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,1.0
68603.57848488561,0,1,5,43.43022732338543,Female,Primary,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8080769202762744
35899.13596388734,1,1,4,36.73558785865183,Female,Graduate,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6320414039930791
108311.75026672009,0,0,6,49.43094356215926,Female,Graduate,Casual Labor,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.6959147294126661
34953.91389828207,1,1,5,53.40076130162069,Female,Secondary,Self Employed,1,1,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.6603891920493715
69168.04069993932,0,1,4,28.485507645251744,Male,Secondary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6812265061761932
43564.839898256294,1,1,6,45.411811398068394,Male,Secondary,Casual Labor,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.8068730771901325
87150.83845245565,1,1,7,36.80792570986222,Female,None,Casual Labor,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.765108042454647
149574.4267973007,1,0,6,18.457142331396923,Male,Secondary,Self Employed,1,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.4651736158566801
216012.91268183733,0,1,7,38.290480361318814,Male,Graduate,Unemployed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5666709373612298
195523.87957712164,1,0,3,49.47165824354366,Female,None,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.5603490957473958
95844.23341696734,0,1,5,51.15802609643829,Male,Secondary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6021705250701175
82754.21763398212,0,1,4,45.86331225369905,Male,None,Unemployed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
212369.66723123746,0,1,6,25.17814083478194,Female,Primary,Unemployed,1,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.3858162667202804
69468.48144640314,0,1,2,53.3767094756157,Male,Primary,Self Employed,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.48812599500589443
43620.20583362144,0,1,2,35.97511486397648,Male,Primary,Casual Labor,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6879402749987451
22607.41866279496,1,1,3,39.63250497122567,Female,None,Salaried,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.9566444859412976
89829.73927323341,1,1,4,34.10407231092832,Female,Secondary,Self Employed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.9963142265935243
114473.57102775169,0,1,8,30.693669257705253,Female,Secondary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7988242343752837
109491.61454049172,0,0,2,30.74949854622769,Female,Graduate,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.3949480793906749
74492.24641604752,1,1,8,34.03743888817248,Male,Graduate,Casual Labor,1,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,1.0
28701.828247877293,0,0,2,31.88156506741164,Female,Secondary,Casual Labor,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5623151187872948
90120.99902882174,1,0,2,38.79489462564407,Male,Primary,Self Employed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.693467728918677
98450.49941411192,0,1,4,28.949373860933818,Female,None,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8134896790408818
30507.667750013148,0,0,4,28.99824876085309,Female,Graduate,Unemployed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6324672563782494
274394.2033405126,0,1,4,36.31077349901626,Male,Secondary,Self Employed,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.23019501507303738
268032.324215969,1,1,3,29.220565569552022,Female,Graduate,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5748367712073874
56742.92770511436,1,0,1,32.534232255853276,Male,Graduate,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.7719020061632776
79104.41402228319,1,1,5,27.11317789566116,Male,Secondary,Salaried,0,0,Assam                     ,90482.0,0.722,0.3198,2231321.0,0.7699           ,0.0129,1.0
44610.63053132291,1,1,5,61.848690583899135,Male,None,Self Employed,1,0,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.8778446780340678
74554.23641855178,1,0,5,35.68154211324785,Female,Graduate,Unemployed,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.6424127986375621
296485.3452396506,0,0,4,18.0,Female,None,Unemployed,1,0,Uttarakhand               ,184002.0,0.788,0.3151,1892516.0,0.7441           ,0.0109,0.522744449315361
86805.00375008794,0,1,2,43.67417962071626,Female,Primary,Salaried,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7703571695898209
59851.753442011315,1,0,3,21.76451099785857,Female,None,Casual Labor,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.9487690882050662
23894.338176798406,0,0,3,18.818423014871144,Female,Secondary,Casual Labor,1,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.5461265068595289
68948.11385522143,0,1,5,63.77781555757939,Female,None,Salaried,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.9533301315891172
151589.95153780372,1,1,2,40.89424742561515,Female,Secondary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.773172749896934
20000.0,1,1,1,30.949776667920723,Male,Secondary,Self Employed,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.8166331976060832
143592.5153397451,1,0,3,23.54725355596846,Male,Primary,Unemployed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.6657735669299877
81951.55835104379,1,1,5,43.46688550153352,Male,Secondary,Unemployed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.636066302494397
84301.03623015541,0,0,2,48.04198410408238,Female,None,Unemployed,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.5620189501983102
21745.01644890091,1,1,1,42.21326925078762,Female,Graduate,Casual Labor,0,1,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.26696839987448845
51893.609436791674,0,1,3,39.53816826736092,Male,Secondary,Casual Labor,0,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.1586453062041437
56311.54365187358,1,1,7,49.55374611208052,Female,Graduate,Self Employed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8940589826162892
103149.93777347052,1,1,3,39.3457487464381,Female,Secondary,Casual Labor,1,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.3990919624000377
38785.563028199336,1,0,4,24.854499433628998,Male,None,Unemployed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,1.0
139149.76705780788,1,1,6,35.50095603699281,Female,Primary,Unemployed,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
287900.1054259226,1,1,3,41.71505515564654,Male,Graduate,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.47824711758591737
85492.59306745109,1,0,2,29.179204334574266,Female,Secondary,Casual Labor,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.8704045310453276
100095.19883191731,1,0,4,49.36471872738107,Female,None,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.961185262640215
